error_type,id,label,pred,jaccard,length_bucket,sentence1,sentence2
FP,402591 6f81c351-8fe9-486d-969f-c315a7913bb2,0,1,0.9,medium-medium,How do I sell myself as a freelance public speaker?,How do I sell myself as a public speaker?
FP,60746 55ab24d3-2582-4156-9b4f-58f1f50b6e4e,0,1,0.9,medium-medium,What are some of the innovative startups in India?,What are some of the new innovative startups in India?
FP,167046 578848f3-1abc-4f9d-be20-a5f86fa58018,0,1,0.9,medium-medium,Does losing one of the five senses enhance the others?,Does losing one of the five senses enhance the others? How?
FP,361582 0a73010a-c110-4f82-9173-561c5ebe49e0,0,1,0.8888888888888888,medium-medium,"I want to learn hacking, what should I do?","If I want to learn hacking, what should I do?"
FP,186971 561e7dd1-3771-4431-9e47-909b7a427723,0,1,0.8888888888888888,short-medium,What is your favorite thing in the world?,What is your favorite thing in the world? Why?
FP,48971 28ba6073-57f9-4ea5-a19e-3a5fec2a0e76,0,1,0.8888888888888888,short-medium,How do I get rid of useless thoughts?,How do I get rid of obsessive useless thoughts?
FP,180094 36bc323b-1fd9-46d6-a226-14add0bd788b,0,1,0.8888888888888888,medium-short,Where can I legally download Korean dramas for free?,Where can I download Korean dramas for free?
FP,235826 b57dd942-3307-4154-b9a1-92013bf9fd7c,0,1,0.8888888888888888,medium-medium,How does the manual typewriter affect the quality of image?,How does the typewriter affect the quality of image?
FP,293452 a5102903-b318-4a8d-bddd-2ad5eb1cf801,0,1,0.8888888888888888,medium-medium,How do I convince my wife that I love her?,How do I convince my wife I love her?
FP,303151 b9c59662-a3c2-4e18-8330-45e357501bb1,0,1,0.8888888888888888,short-medium,What are the top job portals in India?,What are the top 10 job portals in India?
FP,304816 b9e9654b-6e34-45dc-a7b6-9c018eb7362b,0,1,0.8888888888888888,long-long,What are the cons of self redevelopment of a cooperative housing society as opposed to giving the redevelopment contract to a builder?,What are the pros of self redevelopment of a cooperative housing society as opposed to giving the redevelopment contract to a builder?
FP,267882 f3319f9d-af51-4f64-a014-aa46ae777942,0,1,0.8888888888888888,medium-short,"What is the difference between approach, method and technique?",What is the difference between method and technique?
FP,56728 125db495-f84e-4f37-b152-7029555f6b41,0,1,0.875,short-short,What is the power house of plant cell?,What is the power house of the cell?
FP,189383 915532bf-3ace-46d3-9419-822e91e26f37,0,1,0.875,short-short,What is the purpose of acknowledging a receipt?,What is the purpose of a receipt?
FP,62837 5de15515-2c76-479e-ba6a-5364513fe12a,0,1,0.875,short-short,How can i promote my first android app?,How can I promote my Android app?
FP,179823 6abd955b-1948-4358-93ce-6f0fe29c7397,0,1,0.875,short-short,Why do Asian girls like white guys?,Why do asian girls like dating white guys?
FP,29484 037ced8e-4616-4438-be67-38b036c5fed6,0,1,0.875,short-short,How can I win a literature Nobel Prize?,How can I win a Nobel Prize?
FN,164232 d2bad935-285a-431c-9ca4-74d8db76aa24,1,0,0.0625,medium-medium,"When should I use ""who"" and when should I use ""whom""?",How can we use who or whom in a sentence?
FN,216975 11477a68-5ff5-4d40-9818-15b22f12fc1c,1,0,0.06666666666666667,short-medium,How was your Jagriti Yatra experience?,What is it like to participate in the Jagriti Yatra?
FN,182117 e67d728a-97a1-45eb-9f2b-174fe7a09ae3,1,0,0.07142857142857142,short-short,How do I stay peaceful and happy?,What is the easiest way to be happy?
FN,36528 c3ad4614-bcae-4aa6-8ebc-d5b18be2dc79,1,0,0.07142857142857142,medium-short,What should be done to get rid of laziness?,How do I get over procastination?
FN,14376 69c38245-b145-46ae-8d28-939f550f5143,1,0,0.07692307692307693,short-short,How did you expand your vocabulary?,What is the best way to learn vocabulary?
FN,350602 75cc505d-b9e0-4bb0-9f08-43ae3e55b62e,1,0,0.08333333333333333,medium-short,Where can I find angel investors for an invention?,Who are angel investors?
FN,217241 9f845f7c-4cd7-4c5a-9921-954f8456a829,1,0,0.08333333333333333,short-short,What forex brokers can be trusted?,How do I choose a forex broker?
FN,12262 86c8d5ab-4728-4b26-be03-13ca0752ce63,1,0,0.08333333333333333,short-short,Is it possible to hack fb?,How do I hack into someones Facebook?
FN,37002 a6b5f4c4-bc47-43e1-b7ff-51285f8db06c,1,0,0.08695652173913043,medium-medium,How can we improve the education system for high school and college?,What some things you would like to fix in high school public education?
FN,7571 064a66fe-884e-4957-9d38-05b18cea0c3f,1,0,0.09090909090909091,short-short,What is git hub?,How can I start learning Git and Github?
FN,63012 0653ca56-1411-4a06-8cb3-04039a2f2461,1,0,0.09090909090909091,short-short,What is the use of confidence interval?,How are confidence intervals used?
FN,121205 405fa893-f87a-4a48-9c06-3dd42ff2a826,1,0,0.09090909090909091,short-short,How can I hack any ATM machine?,Is hacking an ATM possible?
FN,272348 3566eb77-3554-48ec-87bd-e2219240469b,1,0,0.09090909090909091,short-short,What books I should read?,The best book you have ever read?
FN,255719 ea07800d-a923-4c76-a385-9a4275741bf6,1,0,0.09090909090909091,short-short,How do I value a stock?,What determines the value of stocks?
FN,154206 d5ae2d72-c7fa-4562-b6ee-7f5faa55f61a,1,0,0.1,short-short,Is homosexuality observed in animals?,Why are there no gay animals?
FN,36342 2e9ec632-4f17-4148-9291-97f31bc8ca00,1,0,0.1,short-short,Why apple is so expensive?,Are Apple products overrated and overpriced?
FN,357488 58dc23ab-4c0c-48fa-9136-b1537eade138,1,0,0.1,short-short,How do we know Plastic is non-biodegradable?,Why isn't plastic biodegradable?
FN,79545 f8f4f6be-79bc-4976-984a-c2c77b8c491e,1,0,0.1,short-short,Is Rummycircle real or fake?,Are the Rummycircle games for real?
FN,284189 71e04a3d-3d30-4ec8-8340-3e7d9fc8c912,1,0,0.1,short-short,Is there evidence that Socrates existed?,Was Socrates a real person?
FN,344281 24be94d9-41d4-4166-85f8-510f3681f0c2,1,0,0.1,short-short,How I use this Quora?,What after signing up on Quora?
FN,186226 3de565b3-de4d-43cd-999c-594c1de06916,1,0,0.1,medium-medium,How do you stay home and make money in your pajamas?,What are some good ways to make money sitting at home?
FN,174241 797c154d-ece6-4dd2-a313-66cb670fd9e3,1,0,0.10526315789473684,medium-medium,Is it recommended to store a bottle of Bailey's in the fridge?,How do you store Bailey's Irish Cream after opening?
FN,101852 35668612-e80a-46aa-8251-1d40ac0a5ead,1,0,0.10526315789473684,medium-medium,Can someone track your location because of your cellphone or cell number?,How do I track a criminal with is phone number?
FN,229273 d95191d0-6d25-444b-a6e9-f4c5086b55bf,1,0,0.10526315789473684,medium-short,How can I make a plan to lose 12-15 pounds in 2-3 months?,What will make me lose the most fat?
FN,313370 cce4eec4-445a-41f5-94d5-95c30a8d18a0,1,0,0.1111111111111111,medium-medium,Where can I learn data structures and algorithms online?,Which is the best website for learning data structures or algorithm?
FN,398663 fb7d7439-e359-467c-a92c-1db36cba0c61,1,0,0.1111111111111111,short-short,Do we need smaller states?,Should India have more states?
FN,275056 abf30214-8fcd-48ee-ad87-88cc97ff2b1a,1,0,0.1111111111111111,medium-medium,Which is effective - Mobile app or Mobile site or both? Why?,What are the advantages of a Mobile App vs a Mobile Site?
FN,132319 8b554551-dcd9-44fe-980b-d2c5573bc8da,1,0,0.1111111111111111,medium-medium,Is it possible to get pregnant before period or after period ends?,When can women get pregnant in the menstrual cycle?
FN,14494 e6f034a9-8185-47da-8bbd-997eeb4563ac,1,0,0.1111111111111111,medium-short,Can I use short clips from copyrighted songs in my YouTube videos?,How do you use copyrighted music on youtube?
FN,195466 89fbb529-fb78-4758-aba6-c3e01c323cdd,1,0,0.1111111111111111,short-short,How does computer networking work?,What is a computer network?
FN,341183 e40e15a0-510b-4094-a044-a7927662ba4a,1,0,0.1111111111111111,short-short,Who invented tennis?,What is the name of inventorier of tennis?
FN,162244 87753adf-94ae-4303-901f-359383aa400a,1,0,0.1111111111111111,short-short,How do crop circles form?,What is a crop circle?
FN,81334 dfbc5f27-65d9-401c-ba0d-53c85602d5c1,1,0,0.11538461538461539,medium-medium,How will a gap of two years after earning a mechanical B.Tech affect my career?,What are all the available options for government jobs after completing B.Tech in mechanical engineering?
FN,309115 3f406c65-564d-4d5d-bdd5-b491ffe7af27,1,0,0.11764705882352941,medium-medium,What is the fastest way to get a PAN card?,How can I get an urgent PAN card no?
FN,200211 66b59f0d-1a07-4831-9f54-d16c5d0d5d24,1,0,0.11764705882352941,medium-medium,What are the uses of terminal emulator Android app?,How can I use a terminal emulator for an Android?
FN,335976 93de412a-be10-436a-bdfb-ea91593eea9c,1,0,0.11764705882352941,medium-medium,What are some characteristics cellular respiration shares with fermentation?,How do cellular respiration and fermentation differ from each other?
FN,320435 e6c398c9-6830-475c-9299-2411c18d1da4,1,0,0.11764705882352941,medium-medium,What are the options for a H4 visa holder?,How can an H4 visa holder start working in USA?
FN,332241 9de48da0-d3ce-49d5-ac6e-668e6abcf804,1,0,0.11764705882352941,medium-medium,Creative Commons: Where can I find good CC-licensed music?,What are the best sites to download Creative Commons music?
FN,177687 10ac182e-6b70-4ad9-bce9-f4d344255982,1,0,0.11764705882352941,medium-medium,How could I gain weight in a healthy way?,What are the healthy ways of gaining weight and muscles?
FN,31061 c70d30de-9a3d-4043-95a3-e0f00bd04fc4,1,0,0.11764705882352941,medium-short,Why can't Pirate Bay just be stopped by raiding their servers?,How do websites like The Pirate Bay survive?
