error_type,id,label,pred,jaccard,length_bucket,sentence1,sentence2
FP,186971 561e7dd1-3771-4431-9e47-909b7a427723,0,1,0.8888888888888888,short-medium,What is your favorite thing in the world?,What is your favorite thing in the world? Why?
FP,267882 f3319f9d-af51-4f64-a014-aa46ae777942,0,1,0.8888888888888888,medium-short,"What is the difference between approach, method and technique?",What is the difference between method and technique?
FP,330820 f24f3b3e-5a36-4b2b-9e38-fa4d2f04923d,0,1,0.875,long-long,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Bale?","What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Mill?"
FP,283605 77aba44e-6306-4ada-ae40-470ba6025fa8,0,1,0.875,short-short,Why do I hate life so much?,Why do I hate my life so much?
FP,335553 3df55e7c-7156-4db4-afe5-8d239b1266d2,0,1,0.875,short-short,What is the longest train route in India?,What is the longest train in India?
FP,62837 5de15515-2c76-479e-ba6a-5364513fe12a,0,1,0.875,short-short,How can i promote my first android app?,How can I promote my Android app?
FP,41 cbc52b8b-c0a7-4832-b4ee-ca46dbf98043,0,1,0.875,short-short,When can I expect my Cognizant confirmation mail?,When can I expect Cognizant confirmation mail?
FP,207992 d33d7c10-a60d-4cb2-b40c-fa9e17552975,0,1,0.875,short-short,What if I don't masturbate for 2 years?,What if I don't masturbate for years?
FP,383935 22af1522-4e39-4ce9-a9f4-78335326c441,0,1,0.875,medium-short,What is love? What limit one should maintain in love?,What limit one should maintain in love?
FP,7980 0cfbcc42-58af-445b-9c91-5af195fc8504,0,1,0.875,short-short,Do dentists earn more than other doctors?,Do dentists earn more than other doctors? Why?
FP,189383 915532bf-3ace-46d3-9419-822e91e26f37,0,1,0.875,short-short,What is the purpose of acknowledging a receipt?,What is the purpose of a receipt?
FP,247702 984023de-0bd7-4fd9-a9af-c44ebffb3845,0,1,0.875,long-long,What is the best time to give the GRE if I want to apply for fall 2016?,What is the best time to take the GRE if I want to apply for fall 2016?
FP,247603 f4b09e77-2ab5-4873-b212-c277f79abf93,0,1,0.875,short-short,How do I become a senior software engineer?,How do I become a software engineer?
FP,179823 6abd955b-1948-4358-93ce-6f0fe29c7397,0,1,0.875,short-short,Why do Asian girls like white guys?,Why do asian girls like dating white guys?
FP,56728 125db495-f84e-4f37-b152-7029555f6b41,0,1,0.875,short-short,What is the power house of plant cell?,What is the power house of the cell?
FN,164232 d2bad935-285a-431c-9ca4-74d8db76aa24,1,0,0.0625,medium-medium,"When should I use ""who"" and when should I use ""whom""?",How can we use who or whom in a sentence?
FN,216975 11477a68-5ff5-4d40-9818-15b22f12fc1c,1,0,0.06666666666666667,short-medium,How was your Jagriti Yatra experience?,What is it like to participate in the Jagriti Yatra?
FN,182117 e67d728a-97a1-45eb-9f2b-174fe7a09ae3,1,0,0.07142857142857142,short-short,How do I stay peaceful and happy?,What is the easiest way to be happy?
FN,36528 c3ad4614-bcae-4aa6-8ebc-d5b18be2dc79,1,0,0.07142857142857142,medium-short,What should be done to get rid of laziness?,How do I get over procastination?
FN,14376 69c38245-b145-46ae-8d28-939f550f5143,1,0,0.07692307692307693,short-short,How did you expand your vocabulary?,What is the best way to learn vocabulary?
FN,143422 819fa350-b4c8-4a13-aae7-96ef979c95b1,1,0,0.07692307692307693,medium-short,What are the reasons people cheat on their partners?,Why does people to cheat?
FN,350784 e69b9426-133d-466e-a9c5-17b8f943b14c,1,0,0.08333333333333333,short-short,Where can I learn UX/UI?,What is the best way to learn UI/UX?
FN,217241 9f845f7c-4cd7-4c5a-9921-954f8456a829,1,0,0.08333333333333333,short-short,What forex brokers can be trusted?,How do I choose a forex broker?
FN,350602 75cc505d-b9e0-4bb0-9f08-43ae3e55b62e,1,0,0.08333333333333333,medium-short,Where can I find angel investors for an invention?,Who are angel investors?
FN,12262 86c8d5ab-4728-4b26-be03-13ca0752ce63,1,0,0.08333333333333333,short-short,Is it possible to hack fb?,How do I hack into someones Facebook?
FN,37002 a6b5f4c4-bc47-43e1-b7ff-51285f8db06c,1,0,0.08695652173913043,medium-medium,How can we improve the education system for high school and college?,What some things you would like to fix in high school public education?
FN,255719 ea07800d-a923-4c76-a385-9a4275741bf6,1,0,0.09090909090909091,short-short,How do I value a stock?,What determines the value of stocks?
FN,7571 064a66fe-884e-4957-9d38-05b18cea0c3f,1,0,0.09090909090909091,short-short,What is git hub?,How can I start learning Git and Github?
FN,63012 0653ca56-1411-4a06-8cb3-04039a2f2461,1,0,0.09090909090909091,short-short,What is the use of confidence interval?,How are confidence intervals used?
FN,272348 3566eb77-3554-48ec-87bd-e2219240469b,1,0,0.09090909090909091,short-short,What books I should read?,The best book you have ever read?
FN,121205 405fa893-f87a-4a48-9c06-3dd42ff2a826,1,0,0.09090909090909091,short-short,How can I hack any ATM machine?,Is hacking an ATM possible?
FN,396983 27d6a635-109f-49e4-a1d5-80d98c11c375,1,0,0.09090909090909091,short-short,How does it feel to be dead?,What would dying feel like?
FN,344281 24be94d9-41d4-4166-85f8-510f3681f0c2,1,0,0.1,short-short,How I use this Quora?,What after signing up on Quora?
FN,79545 f8f4f6be-79bc-4976-984a-c2c77b8c491e,1,0,0.1,short-short,Is Rummycircle real or fake?,Are the Rummycircle games for real?
FN,68669 d9061808-6818-475f-8056-6230b634ea47,1,0,0.1,medium-short,Are there any music apps that I can listen to without needing an Internet connection?,What app for music without wifi for iPod?
FN,154206 d5ae2d72-c7fa-4562-b6ee-7f5faa55f61a,1,0,0.1,short-short,Is homosexuality observed in animals?,Why are there no gay animals?
FN,384493 10d1021f-a867-464e-bd2c-a6854b0d5107,1,0,0.1,short-short,What is it like to be raped?,Have you been raped?
FN,36342 2e9ec632-4f17-4148-9291-97f31bc8ca00,1,0,0.1,short-short,Why apple is so expensive?,Are Apple products overrated and overpriced?
FN,26779 3294c502-0041-47e9-9519-1d5a4f409f3b,1,0,0.1,short-short,"Who are ""Quora Users""?","What does followed by ""Quora User"" mean?"
FN,186226 3de565b3-de4d-43cd-999c-594c1de06916,1,0,0.1,medium-medium,How do you stay home and make money in your pajamas?,What are some good ways to make money sitting at home?
FN,357488 58dc23ab-4c0c-48fa-9136-b1537eade138,1,0,0.1,short-short,How do we know Plastic is non-biodegradable?,Why isn't plastic biodegradable?
FN,229273 d95191d0-6d25-444b-a6e9-f4c5086b55bf,1,0,0.10526315789473684,medium-short,How can I make a plan to lose 12-15 pounds in 2-3 months?,What will make me lose the most fat?
FN,174241 797c154d-ece6-4dd2-a313-66cb670fd9e3,1,0,0.10526315789473684,medium-medium,Is it recommended to store a bottle of Bailey's in the fridge?,How do you store Bailey's Irish Cream after opening?
FN,188682 151a01bf-8815-46bd-a077-52547f303cc0,1,0,0.1111111111111111,medium-short,What is the best method to compare and contrast photosynthesis and cellular respiration?,How does respiration compare or contrast with photosynthesis?
FN,398663 fb7d7439-e359-467c-a92c-1db36cba0c61,1,0,0.1111111111111111,short-short,Do we need smaller states?,Should India have more states?
FN,162244 87753adf-94ae-4303-901f-359383aa400a,1,0,0.1111111111111111,short-short,How do crop circles form?,What is a crop circle?
FN,132319 8b554551-dcd9-44fe-980b-d2c5573bc8da,1,0,0.1111111111111111,medium-medium,Is it possible to get pregnant before period or after period ends?,When can women get pregnant in the menstrual cycle?
FN,275056 abf30214-8fcd-48ee-ad87-88cc97ff2b1a,1,0,0.1111111111111111,medium-medium,Which is effective - Mobile app or Mobile site or both? Why?,What are the advantages of a Mobile App vs a Mobile Site?
FN,265108 eda777c0-3e89-4835-ae1a-dd4ac8b8f260,1,0,0.1111111111111111,medium-medium,Is it interesting to work as a cyber security?,What are the ups and downs of working in cyber security?
FN,195466 89fbb529-fb78-4758-aba6-c3e01c323cdd,1,0,0.1111111111111111,short-short,How does computer networking work?,What is a computer network?
FN,14494 e6f034a9-8185-47da-8bbd-997eeb4563ac,1,0,0.1111111111111111,medium-short,Can I use short clips from copyrighted songs in my YouTube videos?,How do you use copyrighted music on youtube?
FN,8230 cb5afa1f-e329-42a4-a64b-1fc6e185f9a2,1,0,0.1111111111111111,medium-short,Why won't Quora let me delete my question or edit the extra details?,How do I delete a Quora question?
FN,313370 cce4eec4-445a-41f5-94d5-95c30a8d18a0,1,0,0.1111111111111111,medium-medium,Where can I learn data structures and algorithms online?,Which is the best website for learning data structures or algorithm?
FN,341183 e40e15a0-510b-4094-a044-a7927662ba4a,1,0,0.1111111111111111,short-short,Who invented tennis?,What is the name of inventorier of tennis?
FN,81334 dfbc5f27-65d9-401c-ba0d-53c85602d5c1,1,0,0.11538461538461539,medium-medium,How will a gap of two years after earning a mechanical B.Tech affect my career?,What are all the available options for government jobs after completing B.Tech in mechanical engineering?
